Date,Close
07/03/2022,278.910004
08/03/2022,275.850006
09/03/2022,288.5
10/03/2022,285.589996
11/03/2022,280.070007
14/03/2022,276.440002
15/03/2022,287.149994
16/03/2022,294.390015
17/03/2022,295.220001
18/03/2022,300.429993
21/03/2022,299.160004
22/03/2022,304.059998
23/03/2022,299.48999
24/03/2022,304.100006
25/03/2022,303.679993
28/03/2022,310.700012
29/03/2022,315.410004
30/03/2022,313.859985
31/03/2022,308.309998
01/04/2022,309.420013
04/04/2022,314.970001
05/04/2022,310.880005
06/04/2022,299.5
07/04/2022,301.369995
08/04/2022,296.970001
11/04/2022,285.26001
12/04/2022,282.059998
13/04/2022,287.619995
14/04/2022,279.829987
18/04/2022,280.519989
19/04/2022,285.299988
20/04/2022,286.359985
21/04/2022,280.809998
22/04/2022,274.029999
25/04/2022,280.720001
26/04/2022,270.220001
27/04/2022,283.220001
28/04/2022,289.630005
29/04/2022,277.519989
02/05/2022,284.470001
03/05/2022,281.779999
04/05/2022,289.980011
05/05/2022,277.350006
06/05/2022,274.730011
09/05/2022,264.579987
10/05/2022,269.5
11/05/2022,260.549988
12/05/2022,255.350006
13/05/2022,261.119995
16/05/2022,261.5
17/05/2022,266.820007
18/05/2022,254.080002
19/05/2022,253.139999
20/05/2022,252.559998
23/05/2022,260.649994
24/05/2022,259.619995
25/05/2022,262.519989
26/05/2022,265.899994
27/05/2022,273.23999
31/05/2022,271.869995
01/06/2022,272.420013
02/06/2022,274.579987
03/06/2022,270.019989
06/06/2022,268.75
07/06/2022,272.5
08/06/2022,270.410004
09/06/2022,264.790009
10/06/2022,252.990005
13/06/2022,242.259995
14/06/2022,244.490005
15/06/2022,251.759995
16/06/2022,244.970001
17/06/2022,247.649994
21/06/2022,253.740005
22/06/2022,253.130005
23/06/2022,258.859985
24/06/2022,267.700012
27/06/2022,264.890015
28/06/2022,256.480011
29/06/2022,260.26001
30/06/2022,256.829987
01/07/2022,259.579987
05/07/2022,262.850006
06/07/2022,266.209991
07/07/2022,268.399994
08/07/2022,267.660004
11/07/2022,264.51001
12/07/2022,253.669998
13/07/2022,252.720001
14/07/2022,254.080002
15/07/2022,256.720001
18/07/2022,254.25
19/07/2022,259.529999
20/07/2022,262.269989
21/07/2022,264.839996
22/07/2022,260.359985
25/07/2022,258.829987
26/07/2022,251.899994
27/07/2022,268.73999
28/07/2022,276.410004
29/07/2022,280.73999
01/08/2022,278.01001
02/08/2022,274.820007
03/08/2022,282.470001
04/08/2022,283.649994
05/08/2022,282.910004
08/08/2022,280.320007
09/08/2022,282.299988
10/08/2022,289.160004
11/08/2022,287.019989
12/08/2022,291.910004
15/08/2022,293.470001
16/08/2022,292.709991
17/08/2022,291.320007
18/08/2022,290.170013
19/08/2022,286.149994
22/08/2022,277.75
23/08/2022,276.440002
24/08/2022,275.790009
25/08/2022,278.850006
26/08/2022,268.089996
29/08/2022,265.230011
30/08/2022,262.970001
31/08/2022,261.470001
01/09/2022,260.399994
02/09/2022,256.059998
06/09/2022,253.25
07/09/2022,258.089996
08/09/2022,258.519989
09/09/2022,264.459991
12/09/2022,266.649994
13/09/2022,251.990005
14/09/2022,252.220001
15/09/2022,245.380005
16/09/2022,244.740005
19/09/2022,244.520004
20/09/2022,242.449997
21/09/2022,238.949997
22/09/2022,240.979996
23/09/2022,237.919998
26/09/2022,237.449997
27/09/2022,236.410004
28/09/2022,241.070007
29/09/2022,237.5
30/09/2022,232.899994
03/10/2022,240.740005
04/10/2022,248.880005
05/10/2022,249.199997
06/10/2022,246.789993
07/10/2022,234.240005
10/10/2022,229.25
11/10/2022,225.410004
12/10/2022,225.75
13/10/2022,234.240005
14/10/2022,228.559998
17/10/2022,237.529999
18/10/2022,238.5
19/10/2022,236.479996
20/10/2022,236.149994
21/10/2022,242.119995
24/10/2022,247.25
25/10/2022,250.660004
26/10/2022,231.320007
27/10/2022,226.75
28/10/2022,235.869995
31/10/2022,232.130005
01/11/2022,228.169998
02/11/2022,220.100006
03/11/2022,214.25
04/11/2022,221.389999
07/11/2022,227.869995
08/11/2022,228.869995
09/11/2022,224.509995
10/11/2022,242.979996
11/11/2022,247.110001
14/11/2022,241.550003
15/11/2022,241.970001
16/11/2022,241.729996
17/11/2022,241.679993
18/11/2022,241.220001
21/11/2022,242.050003
22/11/2022,245.029999
23/11/2022,247.580002
25/11/2022,247.490005
28/11/2022,241.759995
29/11/2022,240.330002
30/11/2022,255.139999
01/12/2022,254.690002
02/12/2022,255.020004
05/12/2022,250.199997
06/12/2022,245.119995
07/12/2022,244.369995
08/12/2022,247.399994
09/12/2022,245.419998
12/12/2022,252.509995
13/12/2022,256.920013
14/12/2022,257.220001
15/12/2022,249.009995
16/12/2022,244.690002
19/12/2022,240.449997
20/12/2022,241.800003
21/12/2022,244.429993
22/12/2022,238.190002
23/12/2022,238.729996
27/12/2022,236.960007
28/12/2022,234.529999
29/12/2022,241.009995
30/12/2022,239.820007
03/01/2023,239.580002
04/01/2023,229.100006
05/01/2023,222.309998
06/01/2023,224.929993
09/01/2023,227.119995
10/01/2023,228.850006
11/01/2023,235.770004
12/01/2023,238.509995
13/01/2023,239.229996
17/01/2023,240.350006
18/01/2023,235.809998
19/01/2023,231.929993
20/01/2023,240.220001
23/01/2023,242.580002
24/01/2023,242.039993
25/01/2023,240.610001
26/01/2023,248
27/01/2023,248.160004
30/01/2023,242.710007
31/01/2023,247.809998
01/02/2023,252.75
02/02/2023,264.600006
03/02/2023,258.350006
06/02/2023,256.769989
07/02/2023,267.559998
08/02/2023,266.730011
09/02/2023,263.619995
10/02/2023,263.100006
13/02/2023,271.320007
14/02/2023,272.170013
15/02/2023,269.320007
16/02/2023,262.149994
17/02/2023,258.059998
21/02/2023,252.669998
22/02/2023,251.509995
23/02/2023,254.770004
24/02/2023,249.220001
27/02/2023,250.160004
28/02/2023,249.419998
01/03/2023,246.270004
02/03/2023,251.110001
03/03/2023,255.289993
06/03/2023,256.869995
07/03/2023,254.149994
08/03/2023,253.699997
09/03/2023,252.320007
10/03/2023,248.589996
13/03/2023,253.919998
14/03/2023,260.790009
15/03/2023,265.440002
16/03/2023,276.200012
17/03/2023,279.429993
20/03/2023,272.230011
21/03/2023,273.779999
22/03/2023,272.290009
23/03/2023,277.660004
24/03/2023,280.570007
27/03/2023,276.380005
28/03/2023,275.230011
29/03/2023,280.51001
30/03/2023,284.049988
31/03/2023,288.299988
03/04/2023,287.230011
04/04/2023,287.179993
05/04/2023,284.339996
06/04/2023,291.600006
10/04/2023,289.390015
11/04/2023,282.829987
12/04/2023,283.48999
13/04/2023,289.839996
14/04/2023,286.140015
17/04/2023,288.799988
18/04/2023,288.369995
19/04/2023,288.450012
20/04/2023,286.109985
21/04/2023,285.76001
24/04/2023,281.769989
25/04/2023,275.420013
26/04/2023,295.369995
27/04/2023,304.829987
28/04/2023,307.26001
01/05/2023,305.559998
02/05/2023,305.410004
03/05/2023,304.399994
04/05/2023,305.410004
05/05/2023,310.649994
08/05/2023,308.649994
09/05/2023,307
10/05/2023,312.309998
11/05/2023,310.109985
12/05/2023,308.970001
15/05/2023,309.459991
16/05/2023,311.73999
17/05/2023,314
18/05/2023,318.519989
19/05/2023,318.339996
22/05/2023,321.179993
23/05/2023,315.26001
24/05/2023,313.850006
25/05/2023,325.920013
26/05/2023,332.890015
30/05/2023,331.209991
31/05/2023,328.390015
01/06/2023,332.579987
02/06/2023,335.399994
05/06/2023,335.940002
06/06/2023,333.679993
07/06/2023,323.380005
08/06/2023,325.26001
09/06/2023,326.790009
12/06/2023,331.850006
13/06/2023,334.290009
14/06/2023,337.339996
15/06/2023,348.100006
16/06/2023,342.329987
20/06/2023,338.049988
21/06/2023,333.559998
22/06/2023,339.709991
23/06/2023,335.019989
26/06/2023,328.600006
27/06/2023,334.570007
28/06/2023,335.850006
29/06/2023,335.049988
30/06/2023,340.540009
03/07/2023,337.98999
05/07/2023,338.149994
06/07/2023,341.269989
07/07/2023,337.220001
10/07/2023,331.829987
11/07/2023,332.470001
12/07/2023,337.200012
13/07/2023,342.660004
14/07/2023,345.23999
17/07/2023,345.730011
18/07/2023,359.48999
19/07/2023,355.079987
20/07/2023,346.869995
21/07/2023,343.769989
24/07/2023,345.109985
25/07/2023,350.980011
26/07/2023,337.769989
27/07/2023,330.720001
28/07/2023,338.369995
31/07/2023,335.920013
01/08/2023,336.339996
02/08/2023,327.5
03/08/2023,326.660004
04/08/2023,327.779999
07/08/2023,330.109985
08/08/2023,326.049988
09/08/2023,322.230011
10/08/2023,322.929993
11/08/2023,321.01001
14/08/2023,324.040009
15/08/2023,321.859985
16/08/2023,320.399994
17/08/2023,316.880005
18/08/2023,316.480011
21/08/2023,321.880005
22/08/2023,322.459991
23/08/2023,327
24/08/2023,319.970001
25/08/2023,322.980011
28/08/2023,323.700012
29/08/2023,328.410004
30/08/2023,328.790009
31/08/2023,327.76001
01/09/2023,328.660004
05/09/2023,333.549988
06/09/2023,332.880005
07/09/2023,329.910004
08/09/2023,334.269989
11/09/2023,337.940002
12/09/2023,331.769989
13/09/2023,336.059998
14/09/2023,338.700012
15/09/2023,330.220001
18/09/2023,329.059998
19/09/2023,328.649994
20/09/2023,320.769989
21/09/2023,319.529999
22/09/2023,317.01001
25/09/2023,317.540009
26/09/2023,312.140015
27/09/2023,312.790009
28/09/2023,313.640015
29/09/2023,315.75
02/10/2023,321.799988
03/10/2023,313.390015
04/10/2023,318.959991
05/10/2023,319.359985
06/10/2023,327.26001
09/10/2023,329.820007
10/10/2023,328.390015
11/10/2023,332.420013
12/10/2023,331.160004
13/10/2023,327.730011
16/10/2023,332.640015
17/10/2023,332.059998
18/10/2023,330.109985
19/10/2023,331.320007
20/10/2023,326.670013
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
